Geneid,ENSEMBL,SYMBOL,GENENAME,Fetal 1: SRX683826,Fetal 2: SRX683824,Fetal 3: SRX683825,Adult 1: SRX683793,Adult 2: SRX683794,Adult 3: SRX683797
404550,ENSG00000154102,C16orf74,chromosome 16 open reading frame 74,97,236,69,121,127,127
404552,ENSG00000197745,SCGB1D4,secretoglobin family 1D member 4,3,0,1,0,0,0
4046,ENSG00000130592,LSP1,lymphocyte specific protein 1,33,55,20,162,120,120
404636,ENSG00000119979,DENND10,DENN domain containing 10,3217,3618,2286,2979,391,391
404663,NA,LINC01194,long intergenic non-protein coding RNA 1194,2,0,0,0,0,0
404672,ENSG00000272047,GTF2H5,general transcription factor IIH subunit 5,17193,14845,9160,6243,834,834
4047,ENSG00000160285,LSS,lanosterol synthase,43753,48502,14458,14008,1885,1885
404734,ENSG00000254996,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough,85,103,38,29,3,3
404744,ENSG00000197085,NPSR1-AS1,NPSR1 antisense RNA 1,18,48,37,45,2,2
404770,ENSG00000231649,SPATA31B1P,"SPATA31 subfamily B member 1, pseudogene",0,4,0,11,0,0
404785,ENSG00000187537,POTEG,POTE ankyrin domain family member G,0,0,0,0,0,0
4048,ENSG00000111144,LTA4H,leukotriene A4 hydrolase,6938,9867,3768,5081,685,685
4049,ENSG00000226979,LTA,lymphotoxin alpha,0,0,0,0,0,0
405,ENSG00000143437,ARNT,aryl hydrocarbon receptor nuclear translocator,9649,8680,4655,4563,591,591
4050,ENSG00000227507,LTB,lymphotoxin beta,0,0,0,0,0,0
4051,ENSG00000186529,CYP4F3,cytochrome P450 family 4 subfamily F member 3,0,2,2,195,9,9
4052,ENSG00000049323,LTBP1,latent transforming growth factor beta binding protein 1,8185,12964,2848,2065,805,805
4053,ENSG00000119681,LTBP2,latent transforming growth factor beta binding protein 2,901,968,907,919,240,240
4054,ENSG00000168056,LTBP3,latent transforming growth factor beta binding protein 3,15986,20081,7362,22319,2743,2743
4055,ENSG00000111321,LTBR,lymphotoxin beta receptor,223,799,209,716,256,256
4056,ENSG00000213316,LTC4S,leukotriene C4 synthase,243,204,151,202,46,46
4057,ENSG00000012223,LTF,lactotransferrin,4,52,16,30,25,25
405753,ENSG00000140274,DUOXA2,dual oxidase maturation factor 2,6,0,0,4,0,0
405754,ENSG00000244476,ERVFRD-1,"endogenous retrovirus group FRD member 1, envelope",16,25,19,4,0,0
4058,ENSG00000062524,LTK,leukocyte receptor tyrosine kinase,30,39,15,552,90,90
4059,ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group),1645,2681,1227,3951,2079,2079
406,ENSG00000133794,ARNTL,aryl hydrocarbon receptor nuclear translocator like,2447,2471,1686,4900,662,662
4060,ENSG00000139329,LUM,lumican,1420,1312,609,148,163,163
4061,ENSG00000160932,LY6E,lymphocyte antigen 6 family member E,3426,5330,2686,20079,2904,2904
4062,ENSG00000176956,LY6H,lymphocyte antigen 6 family member H,3930,6308,4973,14105,1525,1525
4063,ENSG00000122224,LY9,lymphocyte antigen 9,0,0,0,0,15,15
4064,ENSG00000134061,CD180,CD180 molecule,61,116,41,53,8,8
4065,ENSG00000054219,LY75,lymphocyte antigen 75,59,68,39,269,62,62
4066,ENSG00000104903,LYL1,LYL1 basic helix-loop-helix family member,181,443,96,296,61,61
4067,ENSG00000254087,LYN,"LYN proto-oncogene, Src family tyrosine kinase",611,1044,1410,826,481,481
4068,ENSG00000183918,SH2D1A,SH2 domain containing 1A,6,0,1,33,41,41
406881,ENSG00000199165,MIRLET7A1,microRNA let-7a-1,0,0,4,2,0,0
406882,ENSG00000198975,MIRLET7A2,microRNA let-7a-2,0,0,2,0,0,0
406883,ENSG00000283990,MIRLET7A3,microRNA let-7a-3,0,0,0,0,0,0
406884,ENSG00000284520,MIRLET7B,microRNA let-7b,0,0,0,0,0,0
406885,ENSG00000199030,MIRLET7C,microRNA let-7c,0,2,3,0,0,0
406886,ENSG00000199133,MIRLET7D,microRNA let-7d,6,12,7,14,4,4
406887,ENSG00000198972,MIRLET7E,microRNA let-7e,2,0,0,2,0,0
406888,ENSG00000199072,MIRLET7F1,microRNA let-7f-1,9,6,2,18,1,1
406889,ENSG00000208012,MIRLET7F2,microRNA let-7f-2,1,0,0,0,0,0
406890,ENSG00000199150,MIRLET7G,microRNA let-7g,0,0,1,0,0,0
406891,ENSG00000199179,MIRLET7I,microRNA let-7i,51,55,26,10,0,0
406892,ENSG00000207994,MIR100,microRNA 100,0,0,0,0,0,0
406893,ENSG00000199135,MIR101-1,microRNA 101-1,0,0,0,0,0,0
406894,ENSG00000199065,MIR101-2,microRNA 101-2,0,0,0,0,0,0
406895,ENSG00000199035,MIR103A1,microRNA 103a-1,2,2,1,0,0,0
406896,ENSG00000199024,MIR103A2,microRNA 103a-2,0,2,1,0,0,0
406897,ENSG00000207957,MIR105-1,microRNA 105-1,2,0,0,0,0,0
406898,ENSG00000207818,MIR105-2,microRNA 105-2,0,0,0,0,0,0
406899,ENSG00000284157,MIR106A,microRNA 106a,0,0,0,0,0,0
4069,ENSG00000090382,LYZ,lysozyme,30,26,16,77,10,10
406900,ENSG00000208036,MIR106B,microRNA 106b,15,11,5,10,0,0
406901,ENSG00000198997,MIR107,microRNA 107,0,0,1,0,0,0
406902,ENSG00000284038,MIR10A,microRNA 10a,0,0,0,0,0,0
406903,ENSG00000207744,MIR10B,microRNA 10b,0,0,0,0,0,0
406904,ENSG00000199017,MIR1-1,microRNA 1-1,0,0,0,0,0,0
406905,ENSG00000284453,MIR1-2,microRNA 1-2,0,0,1,0,0,0
406906,ENSG00000284440,MIR122,microRNA 122,0,0,0,0,0,0
406907,ENSG00000284321,MIR124-1,microRNA 124-1,9,4,8,7,0,0
406908,ENSG00000207816,MIR124-2,microRNA 124-2,368,198,229,38,0,0
406909,ENSG00000207598,MIR124-3,microRNA 124-3,0,0,0,0,0,0
406910,ENSG00000208008,MIR125A,microRNA 125a,0,0,0,0,0,0
406911,ENSG00000207971,MIR125B1,microRNA 125b-1,83,19,31,0,0,0
406912,ENSG00000207863,MIR125B2,microRNA 125b-2,8,2,20,31,0,0
406913,ENSG00000199161,MIR126,microRNA 126,0,0,1,25,2,2
406914,ENSG00000207608,MIR127,microRNA 127,0,0,0,0,0,0
406915,ENSG00000207654,MIR128-1,microRNA 128-1,0,0,2,2,0,0
406916,ENSG00000207625,MIR128-2,microRNA 128-2,4,2,7,0,1,1
406917,ENSG00000207705,MIR129-1,microRNA 129-1,0,0,0,0,0,0
406918,ENSG00000199077,MIR129-2,microRNA 129-2,0,0,0,0,0,0
406919,ENSG00000208009,MIR130A,microRNA 130a,0,4,0,0,0,0
406920,ENSG00000283871,MIR130B,microRNA 130b,81,154,28,0,0,0
406921,ENSG00000267200,MIR132,microRNA 132,0,0,0,4,0,0
406922,ENSG00000283927,MIR133A1,microRNA 133a-1,0,6,2,22,1,1
406923,ENSG00000284508,MIR133A2,microRNA 133a-2,0,0,0,0,0,0
406924,ENSG00000207993,MIR134,microRNA 134,0,0,0,0,0,0
406925,ENSG00000207926,MIR135A1,microRNA 135a-1,0,0,0,0,0,0
406926,ENSG00000207586,MIR135A2,microRNA 135a-2,0,0,6,8,2,2
406927,ENSG00000207942,MIR136,microRNA 136,0,0,0,0,0,0
406928,ENSG00000284202,MIR137,microRNA 137,39,21,14,12,0,0
406929,ENSG00000207954,MIR138-1,microRNA 138-1,3,3,4,4,0,0
406930,ENSG00000207649,MIR138-2,microRNA 138-2,1,8,5,2,0,0
406931,ENSG00000272036,MIR139,microRNA 139,0,0,0,0,0,0
406932,ENSG00000208017,MIR140,microRNA 140,0,0,0,0,0,0
406933,ENSG00000207708,MIR141,microRNA 141,0,0,0,0,0,0
406934,ENSG00000284353,MIR142,microRNA 142,19,8,3,5,1,1
406935,ENSG00000284182,MIR143,microRNA 143,0,0,0,0,0,0
406936,ENSG00000283819,MIR144,microRNA 144,0,0,0,2,0,0
406937,ENSG00000276365,MIR145,microRNA 145,0,0,0,0,0,0
406938,ENSG00000283733,MIR146A,microRNA 146a,0,8,0,0,0,0
406939,ENSG00000207814,MIR147A,microRNA 147a,0,0,0,0,0,0
406940,ENSG00000199085,MIR148A,microRNA 148a,0,0,0,0,0,0
406941,ENSG00000207611,MIR149,microRNA 149,85,33,41,41,2,2
406942,ENSG00000207782,MIR150,microRNA 150,0,4,0,0,0,0
406943,ENSG00000207947,MIR152,microRNA 152,0,0,0,0,0,0
406944,ENSG00000207647,MIR153-1,microRNA 153-1,2,1,2,14,0,0
406945,ENSG00000207960,MIR153-2,microRNA 153-2,0,0,0,0,0,0
406946,ENSG00000207978,MIR154,microRNA 154,0,0,0,0,0,0
406947,ENSG00000283904,MIR155,microRNA 155,0,0,0,0,0,0
406948,ENSG00000283785,MIR15A,microRNA 15a,0,0,0,0,0,0
406949,ENSG00000207779,MIR15B,microRNA 15b,0,0,0,0,0,0
406950,ENSG00000208006,MIR16-1,microRNA 16-1,0,0,0,0,0,0
406951,ENSG00000198987,MIR16-2,microRNA 16-2,0,0,0,0,0,0
406952,ENSG00000284536,MIR17,microRNA 17,0,0,0,0,0,0
406953,ENSG00000283815,MIR18A,microRNA 18a,0,0,0,0,0,0
406954,ENSG00000207595,MIR181A2,microRNA 181a-2,0,2,2,0,0,0
406955,ENSG00000207975,MIR181B1,microRNA 181b-1,1,0,2,0,0,0
406956,ENSG00000207737,MIR181B2,microRNA 181b-2,10,4,2,0,0,0
406957,ENSG00000207613,MIR181C,microRNA 181c,35,16,21,9,0,0
406958,ENSG00000207990,MIR182,microRNA 182,0,0,0,0,0,0
406959,ENSG00000207691,MIR183,microRNA 183,0,0,0,0,0,0
406960,ENSG00000207695,MIR184,microRNA 184,0,0,0,0,0,0
406961,ENSG00000208023,MIR185,microRNA 185,0,0,0,3,0,0
406962,ENSG00000207721,MIR186,microRNA 186,164,73,121,70,6,6
406963,ENSG00000207797,MIR187,microRNA 187,0,1,0,0,0,0
406964,ENSG00000207768,MIR188,microRNA 188,0,0,0,0,0,0
406965,ENSG00000211137,MIR190A,microRNA 190a,0,0,0,0,0,0
406966,ENSG00000207605,MIR191,microRNA 191,0,5,1,0,0,0
406967,ENSG00000283926,MIR192,microRNA 192,0,0,0,0,4,4
406968,ENSG00000207614,MIR193A,microRNA 193a,0,0,0,2,1,1
406969,ENSG00000207624,MIR194-1,microRNA 194-1,8,2,2,2,0,0
406970,ENSG00000284155,MIR194-2,microRNA 194-2,0,0,0,0,0,0
406971,ENSG00000284112,MIR195,microRNA 195,0,0,4,4,0,0
406972,ENSG00000210741,MIR196A1,microRNA 196a-1,0,0,0,0,0,0
406973,ENSG00000207924,MIR196A2,microRNA 196a-2,0,0,0,0,0,0
406974,ENSG00000284443,MIR197,microRNA 197,8,6,5,2,0,0
406975,ENSG00000284121,MIR198,microRNA 198,0,0,0,0,0,0
406976,ENSG00000207752,MIR199A1,microRNA 199a-1,4,6,0,0,0,0
406977,ENSG00000208024,MIR199A2,microRNA 199a-2,8,2,4,2,2,2
406978,ENSG00000207581,MIR199B,microRNA 199b,10,6,6,11,0,0
406979,ENSG00000284204,MIR19A,microRNA 19a,0,0,0,0,0,0
406980,ENSG00000284375,MIR19B1,microRNA 19b-1,0,0,0,0,0,0
406981,ENSG00000284107,MIR19B2,microRNA 19b-2,0,0,0,0,0,0
406982,ENSG00000283762,MIR20A,microRNA 20a,0,0,0,0,0,0
406983,ENSG00000207607,MIR200A,microRNA 200a,0,0,0,0,0,0
406984,ENSG00000207730,MIR200B,microRNA 200b,0,0,0,0,0,0
406985,ENSG00000207713,MIR200C,microRNA 200c,0,0,0,0,0,0
406986,ENSG00000207568,MIR203A,microRNA 203a,0,0,0,2,0,0
406987,ENSG00000207935,MIR204,microRNA 204,0,0,0,0,0,0
406988,ENSG00000284485,MIR205,microRNA 205,0,0,0,0,0,0
406989,ENSG00000207604,MIR206,microRNA 206,0,0,0,0,0,0
406990,ENSG00000199157,MIR208A,microRNA 208a,0,0,0,0,0,0
406991,ENSG00000284190,MIR21,microRNA 21,31,33,25,57,0,0
406992,ENSG00000199038,MIR210,microRNA 210,15,8,6,3,2,2
406993,ENSG00000207702,MIR211,microRNA 211,0,0,0,0,0,0
406994,ENSG00000267195,MIR212,microRNA 212,0,0,0,0,0,0
406995,ENSG00000207759,MIR181A1,microRNA 181a-1,0,2,0,0,0,0
406996,ENSG00000283844,MIR214,microRNA 214,0,0,2,0,0,0
406997,ENSG00000207590,MIR215,microRNA 215,8,14,1,0,0,0
406998,ENSG00000207798,MIR216A,microRNA 216a,0,0,0,0,0,0
406999,ENSG00000207548,MIR217,microRNA 217,0,0,0,0,0,0
407,ENSG00000120500,ARR3,arrestin 3,84,87,21,9,3,3
4070,ENSG00000184292,TACSTD2,tumor associated calcium signal transducer 2,1,18,3,45,2,2
407000,ENSG00000207732,MIR218-1,microRNA 218-1,0,0,0,0,0,0
407001,ENSG00000207739,MIR218-2,microRNA 218-2,0,0,0,0,0,0
407002,ENSG00000199036,MIR219A1,microRNA 219a-1,0,0,0,0,0,0
407003,ENSG00000284185,MIR219A2,microRNA 219a-2,2,4,0,168,2,2
407004,ENSG00000283824,MIR22,microRNA 22,0,0,0,0,0,0
407005,NA,NA,NA,0,0,0,1,0,0
407006,ENSG00000207870,MIR221,microRNA 221,30,8,21,36,3,3
407007,ENSG00000207725,MIR222,microRNA 222,0,0,1,0,0,0
407008,ENSG00000284567,MIR223,microRNA 223,5,2,1,10,0,0
407009,ENSG00000284363,MIR224,microRNA 224,0,0,0,6,1,1
407010,ENSG00000207980,MIR23A,microRNA 23a,0,2,0,0,0,0
407011,ENSG00000207563,MIR23B,microRNA 23b,6,0,1,3,0,0
407012,ENSG00000284459,MIR24-1,microRNA 24-1,0,0,0,0,0,0
407013,ENSG00000284387,MIR24-2,microRNA 24-2,0,0,1,0,2,2
407014,ENSG00000207547,MIR25,microRNA 25,211,141,132,14,1,1
407015,ENSG00000199075,MIR26A1,microRNA 26a-1,3,0,0,2,0,0
407016,ENSG00000207789,MIR26A2,microRNA 26a-2,19,6,10,3,0,0
407017,ENSG00000199121,MIR26B,microRNA 26b,0,2,3,0,1,1
407018,ENSG00000207808,MIR27A,microRNA 27a,0,0,1,0,0,0
407019,ENSG00000207864,MIR27B,microRNA 27b,0,6,2,10,1,1
407020,ENSG00000207651,MIR28,microRNA 28,0,0,0,0,0,0
407021,ENSG00000284032,MIR29A,microRNA 29a,0,0,0,0,0,0
407022,ENSG00000284040,MIR296,microRNA 296,0,4,1,0,0,0
407023,ENSG00000207749,MIR299,microRNA 299,0,0,0,2,0,0
407024,ENSG00000283797,MIR29B1,microRNA 29b-1,0,0,0,4,0,0
407025,ENSG00000284203,MIR29B2,microRNA 29b-2,0,0,3,77,9,9
407026,ENSG00000284214,MIR29C,microRNA 29c,22,9,42,305,46,46
407027,ENSG00000207996,MIR301A,microRNA 301a,0,2,3,0,0,0
407028,ENSG00000207927,MIR302A,microRNA 302a,4,5,5,0,0,0
407029,ENSG00000207827,MIR30A,microRNA 30a,0,0,0,0,0,0
407030,ENSG00000207582,MIR30B,microRNA 30b,0,0,0,0,0,0
407031,ENSG00000207962,MIR30C1,microRNA 30c-1,0,0,0,0,0,0
407032,ENSG00000199094,MIR30C2,microRNA 30c-2,9,8,7,3,8,8
407033,ENSG00000199153,MIR30D,microRNA 30d,0,0,0,0,0,0
407034,ENSG00000198974,MIR30E,microRNA 30e,0,0,0,0,0,0
407035,ENSG00000199177,MIR31,microRNA 31,0,0,0,0,0,0
407036,ENSG00000207698,MIR32,microRNA 32,0,0,0,0,0,0
407037,ENSG00000208037,MIR320A,microRNA 320a,0,0,0,4,0,0
407039,ENSG00000207932,MIR33A,microRNA 33a,0,5,0,0,0,0
407040,ENSG00000284357,MIR34A,microRNA 34a,4,0,0,13,0,0
407041,ENSG00000207811,MIR34B,microRNA 34b,0,0,0,0,0,0
407042,ENSG00000207562,MIR34C,microRNA 34c,0,8,0,0,0,0
407043,ENSG00000284179,MIR7-1,microRNA 7-1,166,142,145,91,5,5
407044,ENSG00000207703,MIR7-2,microRNA 7-2,0,0,0,2,0,0
407045,ENSG00000207630,MIR7-3,microRNA 7-3,4,2,4,8,0,0
407046,ENSG00000207933,MIR9-1,microRNA 9-1,22,18,7,2,5,5
407047,ENSG00000284447,MIR9-2,microRNA 9-2,0,0,0,0,0,0
407048,ENSG00000283705,MIR92A1,microRNA 92a-1,0,0,0,0,0,0
407049,ENSG00000284538,MIR92A2,microRNA 92a-2,0,0,0,0,1,1
407050,ENSG00000207757,MIR93,microRNA 93,17,15,25,4,0,0
407051,ENSG00000284329,MIR9-3,microRNA 9-3,9,6,5,12,0,0
407052,ENSG00000207807,MIR95,microRNA 95,0,0,0,7,0,0
407053,ENSG00000199158,MIR96,microRNA 96,0,0,0,0,0,0
407054,ENSG00000271886,MIR98,microRNA 98,6,0,4,0,0,0
407055,ENSG00000207638,MIR99A,microRNA 99a,0,0,0,1,0,0
407056,ENSG00000207550,MIR99B,microRNA 99b,19,6,2,3,0,0
4071,ENSG00000169908,TM4SF1,transmembrane 4 L six family member 1,930,1245,655,1222,1710,1710
4072,ENSG00000119888,EPCAM,epithelial cell adhesion molecule,613,1223,499,160,9,9
4074,ENSG00000003056,M6PR,"mannose-6-phosphate receptor, cation dependent",3787,4356,3175,6261,415,415
4076,ENSG00000135387,CAPRIN1,cell cycle associated protein 1,87007,89357,48241,29389,2748,2748
4077,ENSG00000188554,NBR1,NBR1 autophagy cargo receptor,26230,30750,13016,20730,3289,3289
407738,ENSG00000183662,TAFA1,TAFA chemokine like family member 1,927,202,1676,3432,191,191
407835,NA,LOC407835,mitogen-activated protein kinase kinase 2 pseudogene,80,99,39,197,8,8
407975,ENSG00000215417,MIR17HG,miR-17-92a-1 cluster host gene,1515,1478,938,27,13,13
407977,ENSG00000248871,TNFSF12-TNFSF13,TNFSF12-TNFSF13 readthrough,0,0,0,0,0,0
408,ENSG00000137486,ARRB1,arrestin beta 1,12402,8721,7079,6706,1416,1416
408029,ENSG00000186825,CDRT15P3,CDRT15 pseudogene 3,0,1,2,6,1,1
408050,ENSG00000103226,NOMO3,NODAL modulator 3,498,955,63,1123,33,33
4081,ENSG00000180660,MAB21L1,mab-21 like 1,357,525,248,97,35,35
408186,NA,LOC408186,alpha-2-macroglobulin like 1 pseudogene,175,50,123,37,7,7
408187,ENSG00000196800,SPINK14,serine peptidase inhibitor Kazal type 14 (putative),0,0,0,0,0,0
4082,ENSG00000277443,MARCKS,myristoylated alanine rich protein kinase C substrate,154134,184145,114320,30275,4353,4353
408263,ENSG00000172568,FNDC9,fibronectin type III domain containing 9,122,107,378,1253,54,54
4084,ENSG00000059728,MXD1,MAX dimerization protein 1,5152,3476,3666,3144,329,329
4085,ENSG00000164109,MAD2L1,mitotic arrest deficient 2 like 1,3468,4670,1128,894,36,36
4086,ENSG00000170365,SMAD1,SMAD family member 1,6592,7115,6055,3091,498,498
4087,ENSG00000175387,SMAD2,SMAD family member 2,16869,14419,11211,7882,1282,1282
4088,ENSG00000166949,SMAD3,SMAD family member 3,3684,4581,1153,8002,1442,1442
4089,ENSG00000141646,SMAD4,SMAD family member 4,27088,26672,15166,6494,1197,1197
409,ENSG00000141480,ARRB2,arrestin beta 2,11158,11816,6077,11096,858,858
4090,ENSG00000113658,SMAD5,SMAD family member 5,13498,14348,6329,3829,939,939
4091,ENSG00000137834,SMAD6,SMAD family member 6,513,616,148,825,217,217
4092,ENSG00000101665,SMAD7,SMAD family member 7,3131,2633,1555,3789,469,469
4093,ENSG00000120693,SMAD9,SMAD family member 9,12347,10218,3525,2371,423,423
4094,ENSG00000178573,MAF,MAF bZIP transcription factor,5896,6217,7399,4398,604,604
4097,ENSG00000197063,MAFG,MAF bZIP transcription factor G,8345,9538,5404,11555,1001,1001
4099,ENSG00000105695,MAG,myelin associated glycoprotein,33,63,39,39503,715,715
41,ENSG00000110881,ASIC1,acid sensing ion channel subunit 1,24306,26358,13402,10632,1630,1630
410,ENSG00000100299,ARSA,arylsulfatase A,5864,6950,2195,5774,590,590
4100,ENSG00000198681,MAGEA1,MAGE family member A1,0,0,0,0,0,0
4101,ENSG00000268606,MAGEA2,MAGE family member A2,0,0,0,0,0,0
4102,ENSG00000221867,MAGEA3,MAGE family member A3,0,0,0,0,0,0
4103,ENSG00000147381,MAGEA4,MAGE family member A4,0,0,0,0,0,0
4104,NA,MAGEA5,MAGE family member A5,0,0,1,0,0,0
4105,ENSG00000197172,MAGEA6,MAGE family member A6,0,0,2,0,0,0
4107,ENSG00000156009,MAGEA8,MAGE family member A8,19,8,19,18,0,0
4108,ENSG00000123584,MAGEA9,MAGE family member A9,0,1,0,0,0,0
4109,ENSG00000124260,MAGEA10,MAGE family member A10,0,0,2,0,0,0
411,ENSG00000113273,ARSB,arylsulfatase B,4312,5156,4037,2244,243,243
4110,ENSG00000185247,MAGEA11,MAGE family member A11,0,0,2,0,0,0
4111,ENSG00000213401,MAGEA12,MAGE family member A12,4,0,0,44,39,39
4112,ENSG00000214107,MAGEB1,MAGE family member B1,0,0,0,0,0,0
4113,ENSG00000099399,MAGEB2,MAGE family member B2,0,0,0,0,0,0
4114,ENSG00000198798,MAGEB3,MAGE family member B3,0,0,0,0,0,0
4115,ENSG00000120289,MAGEB4,MAGE family member B4,0,0,0,0,0,0
4116,ENSG00000162385,MAGOH,"mago homolog, exon junction complex subunit",3143,3342,1753,2295,294,294
4117,ENSG00000111837,MAK,male germ cell associated kinase,352,632,177,143,27,27
4118,ENSG00000172005,MAL,"mal, T cell differentiation protein",6,4,15,10803,1489,1489
412,ENSG00000101846,STS,steroid sulfatase,4046,3725,2517,6619,495,495
4121,ENSG00000111885,MAN1A1,mannosidase alpha class 1A member 1,1490,1174,1465,1689,199,199
4122,ENSG00000196547,MAN2A2,mannosidase alpha class 2A member 2,27073,27315,14570,32631,2118,2118
4123,ENSG00000140400,MAN2C1,mannosidase alpha class 2C member 1,20765,20383,11102,14810,1813,1813
4124,ENSG00000112893,MAN2A1,mannosidase alpha class 2A member 1,3304,3586,1859,3828,221,221
4125,ENSG00000104774,MAN2B1,mannosidase alpha class 2B member 1,8224,9649,3194,2864,291,291
4126,ENSG00000109323,MANBA,mannosidase beta,4445,4287,1999,2233,264,264
4128,ENSG00000189221,MAOA,monoamine oxidase A,898,2115,1721,6556,2085,2085
4129,ENSG00000069535,MAOB,monoamine oxidase B,548,742,1149,13609,1880,1880
4130,ENSG00000166963,MAP1A,microtubule associated protein 1A,18008,23651,15335,238897,6990,6990
4131,ENSG00000131711,MAP1B,microtubule associated protein 1B,493845,464235,297882,206276,3975,3975
4133,ENSG00000078018,MAP2,microtubule associated protein 2,296387,272781,168691,141731,5130,5130
4134,ENSG00000047849,MAP4,microtubule associated protein 4,57302,56389,51389,84453,17277,17277
4135,ENSG00000171533,MAP6,microtubule associated protein 6,43385,42601,30166,16147,1373,1373
4137,ENSG00000186868,MAPT,microtubule associated protein tau,36489,58229,44706,35212,1367,1367
4139,ENSG00000116141,MARK1,microtubule affinity regulating kinase 1,23679,20487,16608,7564,457,457
414,ENSG00000006756,ARSD,arylsulfatase D,5578,5279,2007,1315,247,247
4140,ENSG00000075413,MARK3,microtubule affinity regulating kinase 3,25604,31796,15785,11109,1273,1273
414059,ENSG00000274808,TBC1D3B,TBC1 domain family member 3B,10,9,6,18,1,1
414060,ENSG00000278299,TBC1D3C,TBC1 domain family member 3C,15,5,1,18,0,0
414061,ENSG00000227802,DNAJB3,DnaJ heat shock protein family (Hsp40) member B3,0,0,0,0,0,0
414062,ENSG00000276085,CCL3L3,C-C motif chemokine ligand 3 like 3,0,23,1,15,3,3
4141,ENSG00000166986,MARS1,methionyl-tRNA synthetase 1,22658,29187,12134,15869,1115,1115
414149,ENSG00000176244,ACBD7,acyl-CoA binding domain containing 7,5789,7044,1985,16433,6620,6620
414152,ENSG00000214688,C10orf105,chromosome 10 open reading frame 105,268,737,65,424,36,36
414157,ENSG00000203942,C10orf62,chromosome 10 open reading frame 62,0,4,4,6,6,6
414189,ENSG00000204149,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6",3378,3824,1773,2093,168,168
414194,ENSG00000182632,CCNYL2,cyclin Y like 2 (pseudogene),0,62,7,143,12,12
414196,ENSG00000181800,CELF2-AS1,CELF2 antisense RNA 1,220,129,124,21,6,6
4142,ENSG00000130368,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor",0,0,0,89,0,0
414235,ENSG00000180525,DIP2C-AS1,DIP2C antisense RNA 1,37,62,40,46,10,10
414236,ENSG00000222047,C10orf55,chromosome 10 putative open reading frame 55,10,2,2,4,0,0
414241,ENSG00000165874,SHLD2P1,shieldin complex subunit 2 pseudogene 1,34,29,8,27,2,2
414245,ENSG00000227540,DNAJC9-AS1,DNAJC9 antisense RNA 1,1467,2005,625,343,23,23
414260,ENSG00000226808,LINC00619,long intergenic non-protein coding RNA 619,0,0,0,11,12,12
4143,ENSG00000151224,MAT1A,methionine adenosyltransferase 1A,18,24,31,18,4,4
414301,ENSG00000170967,DDI1,DNA damage inducible 1 homolog 1,8,0,3,0,0,0
414308,NA,NA,NA,48,30,24,13,0,0
414318,NA,C9orf106,chromosome 9 putative open reading frame 106,24,6,2,13,0,0
414325,ENSG00000176797,DEFB103A,defensin beta 103A,0,0,0,0,0,0
414328,ENSG00000148057,IDNK,IDNK gluconokinase,722,1016,449,1498,468,468
414332,ENSG00000187922,LCN10,lipocalin 10,1,0,2,56,8,8
4144,ENSG00000168906,MAT2A,methionine adenosyltransferase 2A,48744,40981,26039,26616,3318,3318
4145,ENSG00000007264,MATK,megakaryocyte-associated tyrosine kinase,568,833,931,11042,979,979
4146,ENSG00000162510,MATN1,matrilin 1,110,103,83,95,7,7
4147,ENSG00000132561,MATN2,matrilin 2,953,1923,2835,2057,379,379
414767,NA,NA,NA,0,0,0,0,0,0
414777,ENSG00000231074,HCG18,HLA complex group 18,15,1,1,8,0,0
4148,ENSG00000132031,MATN3,matrilin 3,162,418,194,365,101,101
414899,ENSG00000259571,BLID,"BH3-like motif containing, cell death inducer",0,7,4,0,0,0
4149,ENSG00000125952,MAX,MYC associated factor X,8680,8137,6196,6089,1310,1310
414918,ENSG00000205593,DENND6B,DENN domain containing 6B,9272,12872,5121,6634,550,550
414919,ENSG00000213563,C8orf82,chromosome 8 open reading frame 82,4203,4708,2454,2074,312,312
414926,ENSG00000245750,LINC00593,long intergenic non-protein coding RNA 593,4,4,2,0,6,6
415,ENSG00000157399,ARSL,arylsulfatase L,451,541,203,303,134,134
4150,ENSG00000103495,MAZ,MYC associated zinc finger protein,68727,89364,36058,24180,3078,3078
415056,ENSG00000237159,CNTFR-AS1,CNTFR antisense RNA 1,114,72,80,36,0,0
4151,ENSG00000198125,MB,myoglobin,0,0,1,25,41,41
415116,ENSG00000198355,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",3227,4366,1692,4903,434,434
415117,ENSG00000178750,STX19,syntaxin 19,8,33,20,72,0,0
4152,ENSG00000141644,MBD1,methyl-CpG binding domain protein 1,13796,17366,7273,8848,709,709
4153,ENSG00000165471,MBL2,mannose binding lectin 2,0,0,0,0,0,0
4154,ENSG00000152601,MBNL1,muscleblind like splicing regulator 1,6092,6589,4180,13023,1278,1278
4155,ENSG00000197971,MBP,myelin basic protein,963,989,1503,1209225,184992,185065
4157,ENSG00000258839,MC1R,melanocortin 1 receptor,3711,4261,1573,780,90,90
4158,ENSG00000185231,MC2R,melanocortin 2 receptor,0,0,6,4,0,0
4159,ENSG00000124089,MC3R,melanocortin 3 receptor,0,0,0,8,2,2
416,ENSG00000062096,ARSF,arylsulfatase F,134,138,120,524,139,139
